id,is_collaborative_post,tagged_users,likes_count,Reel_view_count,Reel_duration,commentsCount,Reel_play_count,type,timestamp,is_sponsored
1.50E+18,,,167,,,2,,Image,2017-04-18T01:53:28.000Z,FALSE
1.49E+18,,,193,,,2,,Image,2017-04-16T02:55:28.000Z,FALSE
1.49E+18,,,158,,,1,,Image,2017-04-16T02:50:46.000Z,FALSE
1.49E+18,,,197,,,3,,Image,2017-04-16T02:57:10.000Z,FALSE
1.48E+18,,,127,,,4,,Image,2017-03-26T08:08:00.000Z,FALSE
1.49E+18,,,244,,,4,,Image,2017-04-16T02:53:03.000Z,FALSE
1.42E+18,,,147,,,2,,Image,2016-12-31T05:10:40.000Z,FALSE
1.42E+18,,,170,,,4,,Image,2017-01-08T12:35:41.000Z,FALSE
1.40E+18,,,209,,,4,,Image,2016-12-05T14:49:27.000Z,FALSE
1.50E+18,,,168,,,2,,Image,2017-04-18T02:30:34.000Z,FALSE
1.41E+18,,,169,,,0,,Image,2016-12-17T13:46:29.000Z,FALSE
1.41E+18,,,125,,,0,,Image,2016-12-18T00:18:28.000Z,FALSE
1.42E+18,,,162,,,0,,Image,2017-01-01T14:18:41.000Z,FALSE
1.40E+18,,,109,,,1,,Image,2016-12-11T14:58:30.000Z,FALSE
1.41E+18,,,205,,,0,,Image,2016-12-21T05:14:25.000Z,FALSE
1.41E+18,,,170,,,1,,Image,2016-12-15T15:57:04.000Z,FALSE
1.41E+18,,,212,,,8,,Image,2016-12-16T13:17:02.000Z,FALSE
1.41E+18,,,178,,,2,,Image,2016-12-17T04:17:20.000Z,FALSE
1.42E+18,,,164,,,0,,Image,2017-01-04T13:59:21.000Z,FALSE
1.22E+18,,,73,,,0,,Image,2016-04-09T19:29:00.000Z,FALSE
1.14E+18,,,97,,,0,,Image,2015-12-12T01:14:53.000Z,FALSE
1.39E+18,,,202,,,3,,Image,2016-11-26T12:11:25.000Z,FALSE
1.38E+18,,,132,,,0,,Image,2016-11-03T11:41:18.000Z,FALSE
1.38E+18,,,145,,,0,,Image,2016-11-04T18:47:21.000Z,FALSE
1.38E+18,,,114,,,0,,Image,2016-11-03T07:35:10.000Z,FALSE
1.38E+18,,,81,,,0,,Image,2016-11-03T07:09:59.000Z,FALSE
1.38E+18,,,141,,,1,,Image,2016-11-04T08:34:17.000Z,FALSE
1.38E+18,,,75,,,1,,Image,2016-11-03T09:42:17.000Z,FALSE
1.27E+18,,,115,,,1,,Image,2016-06-04T19:00:30.000Z,FALSE
1.38E+18,,,108,,,0,,Image,2016-11-06T10:47:31.000Z,FALSE
1.09E+18,,,61,,,0,,Image,2015-10-02T12:26:57.000Z,FALSE
1.09E+18,,,82,,,0,,Image,2015-10-11T04:55:42.000Z,FALSE
1.05E+18,,,68,,,1,,Image,2015-08-16T11:26:01.000Z,FALSE
1.09E+18,,,106,,,3,,Image,2015-10-05T22:04:05.000Z,FALSE
1.02E+18,,,63,,,0,,Image,2015-06-30T20:21:44.000Z,FALSE
1.10E+18,,,104,,,2,,Image,2015-10-18T20:55:01.000Z,FALSE
1.05E+18,,,54,,,0,,Image,2015-08-16T11:25:08.000Z,FALSE
1.07E+18,,,61,,,1,,Image,2015-09-06T16:10:58.000Z,FALSE
1.12E+18,,,108,,,3,,Image,2015-11-23T15:57:41.000Z,FALSE
1.07E+18,,,89,,,2,,Image,2015-09-10T16:54:14.000Z,FALSE
1.03E+18,,,46,,,0,,Image,2015-07-10T13:16:10.000Z,FALSE
1.12E+18,,,74,,,4,,Image,2015-11-21T12:37:21.000Z,FALSE
1.02E+18,,,117,,,3,,Image,2015-06-28T09:26:34.000Z,FALSE
1.02E+18,,,63,,,1,,Image,2015-06-30T20:20:59.000Z,FALSE
1.02E+18,,,66,,,0,,Image,2015-06-25T17:23:05.000Z,FALSE
1.00E+18,,,51,,,0,,Image,2015-06-07T08:32:52.000Z,FALSE
1.00E+18,,,84,,,2,,Image,2015-06-09T15:48:23.000Z,FALSE
1.02E+18,,,50,,,0,,Image,2015-06-30T19:46:14.000Z,FALSE
9.92E+17,,,39,,,0,,Image,2015-05-24T19:26:10.000Z,FALSE
1.00E+18,,,70,,,0,,Image,2015-06-10T16:08:32.000Z,FALSE
9.93E+17,,,51,,,0,,Image,2015-05-25T12:17:11.000Z,FALSE
1.00E+18,,,70,,,0,,Image,2015-06-08T17:57:28.000Z,FALSE
1.01E+18,,,115,,,1,,Image,2015-06-14T19:54:12.000Z,FALSE
9.87E+17,,,55,,,1,,Image,2015-05-17T11:50:28.000Z,FALSE
1.40E+18,,,162,,,0,,Image,2016-12-04T12:33:56.000Z,FALSE
9.83E+17,,,97,,,0,,Image,2015-05-12T08:00:01.000Z,FALSE
1.00E+18,,,70,,,1,,Image,2015-06-04T07:22:09.000Z,FALSE
9.68E+17,,,69,,,2,,Image,2015-04-21T16:50:28.000Z,FALSE
9.72E+17,,,48,,,0,,Image,2015-04-26T20:32:17.000Z,FALSE
9.67E+17,,,37,,,0,,Image,2015-04-19T23:44:42.000Z,FALSE
9.63E+17,,,48,,,0,,Image,2015-04-15T05:42:29.000Z,FALSE
9.65E+17,,,46,,,0,,Image,2015-04-17T20:37:30.000Z,FALSE
9.72E+17,,,40,,,1,,Image,2015-04-26T09:32:35.000Z,FALSE
9.74E+17,,,51,,,0,,Image,2015-04-29T10:16:44.000Z,FALSE
9.62E+17,,,48,,,0,,Image,2015-04-13T14:42:43.000Z,FALSE
9.92E+17,,,88,,,3,,Image,2015-05-24T02:10:52.000Z,FALSE
9.64E+17,,,49,,,0,,Image,2015-04-15T18:38:59.000Z,FALSE
9.58E+17,,,67,,,2,,Image,2015-04-08T08:22:52.000Z,FALSE
9.52E+17,,,60,,,0,,Image,2015-03-30T17:38:00.000Z,FALSE
9.48E+17,,,63,,,0,,Image,2015-03-24T07:49:31.000Z,FALSE
9.62E+17,,,72,,,3,,Image,2015-04-12T15:19:00.000Z,FALSE
9.51E+17,,,52,,,0,,Image,2015-03-29T14:27:26.000Z,FALSE
9.46E+17,,,67,,,0,,Image,2015-03-22T14:35:42.000Z,FALSE
9.38E+17,,,66,,,0,,Image,2015-03-11T16:10:17.000Z,FALSE
9.46E+17,,,57,,,0,,Image,2015-03-22T17:44:01.000Z,FALSE
9.62E+17,,,50,,,0,,Image,2015-04-13T03:27:19.000Z,FALSE
9.56E+17,,,50,,,3,,Image,2015-04-04T16:52:24.000Z,FALSE
9.61E+17,,,55,,,1,,Image,2015-04-11T06:00:17.000Z,FALSE
9.40E+17,,,96,,,0,,Image,2015-03-13T12:54:34.000Z,FALSE
9.33E+17,,,105,,,0,,Image,2015-03-04T15:50:22.000Z,FALSE
9.34E+17,,,98,,,1,,Image,2015-03-05T08:15:28.000Z,FALSE
9.36E+17,,,92,,,2,,Image,2015-03-08T07:14:10.000Z,FALSE
7.83E+17,,,98,,,1,,Image,2014-08-09T14:41:57.000Z,FALSE
7.83E+17,,,98,,,1,,Image,2014-08-09T14:41:57.000Z,FALSE
